0,1,2,3
-0.41740116477012634,0.8827961683273315,1.0,-0.37906137108802795
-0.911513090133667,0.962103545665741,0.6124425530433655,0.19923368096351624
-0.4283210039138794,1.0,1.0,0.40055856108665466
-0.9822285175323486,1.0,-0.5964709520339966,0.26616784930229187
0.7299867272377014,-1.0,-0.321777880191803,-1.0
1.0,-1.0,0.30435994267463684,-0.7718905806541443
1.0,-1.0,-0.5647040605545044,-0.988385796546936
1.0,-1.0,-0.20989982783794403,-1.0
1.0,-0.46175599098205566,1.0,-1.0
0.8269541263580322,-0.20477929711341858,0.7911220192909241,-1.0
-0.8535507917404175,-1.0,0.8457929491996765,-1.0
-0.12222592532634735,-1.0,0.7810578346252441,-1.0
-0.3841291069984436,-1.0,-1.0,-0.6501417756080627
-0.2571061849594116,-1.0,-1.0,-1.0
-1.0,-0.6116980314254761,-0.9129630327224731,-0.10084216296672821
-0.1270023137331009,-1.0,-0.6678417921066284,-0.979952335357666
-1.0,-0.6426197290420532,0.5753204226493835,-1.0
-0.09379206597805023,-0.6818258762359619,0.33707094192504883,-1.0
-1.0,0.8779006600379944,-1.0,-0.9631994366645813
-1.0,1.0,-0.9168283939361572,-0.44855761528015137
-1.0,1.0,-0.7304781675338745,-0.3015603721141815
-1.0,1.0,0.4006621241569519,0.14540402591228485
-1.0,0.7207986116409302,1.0,0.18538062274456024
-0.8738526105880737,0.2352408617734909,0.715694785118103,0.2983238697052002
0.6531543135643005,-0.2623942494392395,0.7781419157981873,0.23899774253368378
0.4371221661567688,-0.12478324770927429,0.1289498209953308,0.9310937523841858
0.9001713395118713,-0.8524962067604065,-0.04266232252120972,-0.048522818833589554
0.222688689827919,-0.7179158329963684,0.5633560419082642,-0.4277782440185547
1.0,-1.0,1.0,-0.8563938140869141
0.06201780587434769,-0.07768578827381134,0.4297792911529541,-0.9278539419174194
-0.507746160030365,-0.10272649675607681,-0.018336372449994087,-0.6329493522644043
