-8.123616576194763184e-01,7.248361110687255859e-01,4.558604359626770020e-01,-6.892136335372924805e-01
-9.178380966186523438e-01,9.893290400505065918e-01,-8.788423240184783936e-02,-1.972987502813339233e-01
-8.718186616897583008e-01,1.000000000000000000e+00,2.216769456863403320e-01,4.623434543609619141e-01
-1.000000000000000000e+00,1.000000000000000000e+00,-5.844168066978454590e-01,3.363749980926513672e-01
-1.668535917997360229e-01,-2.331806868314743042e-01,-4.613262116909027100e-01,-7.089442014694213867e-01
1.000000000000000000e+00,-4.134060144424438477e-01,5.255506038665771484e-01,-6.010206937789916992e-01
1.000000000000000000e+00,-5.952845811843872070e-01,-4.645206034183502197e-01,7.006688416004180908e-02
1.000000000000000000e+00,-5.200932025909423828e-01,-4.197056591510772705e-01,-1.000000000000000000e+00
5.251733064651489258e-01,6.061162352561950684e-01,5.953595638275146484e-01,-1.000000000000000000e+00
7.855935096740722656e-01,6.529564857482910156e-01,5.551633834838867188e-01,-7.952489852905273438e-01
-1.000000000000000000e+00,9.365711212158203125e-01,6.137700080871582031e-01,-5.515048503875732422e-01
-1.000000000000000000e+00,6.615087389945983887e-03,3.214978277683258057e-01,-3.713380694389343262e-01
-1.000000000000000000e+00,-6.412065625190734863e-01,-1.000000000000000000e+00,-8.088862895965576172e-01
-6.213082075119018555e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.482902526855468750e-01
-4.865902662277221680e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.687002554535865784e-02
-3.660030066967010498e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.235334694385528564e-01
1.453888118267059326e-01,-1.000000000000000000e+00,5.329924821853637695e-01,-1.000000000000000000e+00
1.528585851192474365e-01,-1.000000000000000000e+00,1.000000000000000000e+00,-6.757637262344360352e-01
4.185039699077606201e-01,-8.334116935729980469e-01,-3.011208958923816681e-02,-1.000000000000000000e+00
-5.615335702896118164e-01,-5.403414368629455566e-02,-7.050309181213378906e-01,-1.000000000000000000e+00
3.411897271871566772e-02,7.823327183723449707e-01,-8.397259712219238281e-01,-1.000000000000000000e+00
-1.000000000000000000e+00,1.000000000000000000e+00,-7.510305643081665039e-01,-2.764346301555633545e-01
-1.000000000000000000e+00,5.861318111419677734e-01,1.000000000000000000e+00,-1.168485432863235474e-01
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.087595105171203613e-01
-5.311342477798461914e-01,-6.297480463981628418e-01,6.769999265670776367e-01,2.597671151161193848e-01
-4.582331329584121704e-02,-2.107926756143569946e-01,1.000000000000000000e+00,9.049750864505767822e-02
5.516623258590698242e-01,-1.000000000000000000e+00,-7.992544174194335938e-01,9.294934272766113281e-01
1.000000000000000000e+00,-1.000000000000000000e+00,-3.946340680122375488e-01,-7.008811235427856445e-01
1.267709396779537201e-02,-6.975399255752563477e-01,1.000000000000000000e+00,1.946690976619720459e-01
1.000000000000000000e+00,-1.000000000000000000e+00,9.401941895484924316e-01,-1.000000000000000000e+00
-8.583534359931945801e-01,6.249263882637023926e-03,1.000000000000000000e+00,-9.018177986145019531e-01
8.060995340347290039e-01,-1.242745965719223022e-01,1.000000000000000000e+00,-6.752127408981323242e-01
-1.000000000000000000e+00,1.000000000000000000e+00,-8.065648078918457031e-01,4.125210642814636230e-01
-1.000000000000000000e+00,-3.797346353530883789e-01,-3.898334503173828125e-01,-3.539921343326568604e-01
-1.000000000000000000e+00,6.598283648490905762e-01,-4.223009943962097168e-02,-7.439460754394531250e-01
-5.018728375434875488e-01,-1.000000000000000000e+00,-3.925884068012237549e-01,4.111018180847167969e-01
-1.991643905639648438e-01,-1.988068968057632446e-01,9.710848331451416016e-01,-7.318604588508605957e-01
-1.000000000000000000e+00,7.824726104736328125e-01,-3.109337091445922852e-01,1.000000000000000000e+00
1.000000000000000000e+00,2.380475699901580811e-01,1.639181524515151978e-01,-8.492198586463928223e-01
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,-1.269995272159576416e-01,1.601091921329498291e-01,-4.222352504730224609e-01
-1.000000000000000000e+00,1.000000000000000000e+00,-1.529559791088104248e-01,-4.361844658851623535e-01
8.857222795486450195e-01,-4.172709584236145020e-01,4.866640865802764893e-01,-1.093658804893493652e-01
-9.771473407745361328e-01,1.000000000000000000e+00,-3.973578810691833496e-01,-1.973854750394821167e-01
-3.072603940963745117e-01,-8.329982757568359375e-01,7.560968399047851562e-02,-3.452478721737861633e-02
1.244963034987449646e-01,7.014346718788146973e-01,1.000000000000000000e+00,-1.000000000000000000e+00
