0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.14012687930144482,0.06351136173558397,0.9842781578120495,0.013360873905232395,-0.014620672864170821,0.01216226269705236,-0.0006050714878269862,0.0006044913540483828,-0.0024094392986050888,0.007483542226294556,-0.031034396959920642,-0.038834483848085015,0.14432005830392497,0.05673452604399984,0.04216367880497152,-0.0302531638496937,0.030224072735414616,-0.2185607830760497
-0.14005827954484532,0.06319455501557275,0.9838472487890694,0.01804144858675229,-0.011457600044132779,0.012927603124457203,-0.0009076013947473267,0.000906729121780448,-0.005085409308224334,0.006309949923224682,-0.0323631893207761,-0.04936887470483863,0.7937019282805363,0.5782906521087159,0.10079818495628033,-0.03025283445855654,0.03022345602049386,-0.316629465611176
-0.13999966743638437,0.06286030562382179,0.9833642921369347,0.02865778991286621,-0.003538079042020329,0.014361394539026887,-0.001210128613270708,0.0012089598491970982,-0.008741939918218962,0.0055476955043566815,-0.03466292365682395,-0.04720730054238442,1.3311278187252233,1.011711599693573,0.1486468809098969,-0.030252636319564437,0.030222651367885496,-0.4146715406754429
-0.13994403028277258,0.06250041250289527,0.9827958657096343,0.042241280638397334,0.005511032365900249,0.01604669588040107,-0.0015126547788759383,0.0015111812398340995,-0.013378724196599844,0.005706310521030073,-0.037665857251484296,-0.06154792844370215,1.3455934639593647,0.8878651193136944,0.13314911652919242,-0.03025263586999139,0.030221573565148346,-0.5126788386044209
-0.13988049463054186,0.062090255199060744,0.9824138257231433,0.05336181061410206,0.012455875655798448,0.01749403532570047,-0.001815182246678211,0.001813390091278151,-0.018995373573113067,0.007174421645829669,-0.044630678421873494,-0.014875692042597569,0.8760454341047554,0.5132089559342374,0.08988123458492982,-0.0302529105885857,0.03022012663755621,-0.6106432018722121
-0.13979797869158267,0.061604079018527734,0.9824870001467131,0.06100800772417231,0.016918698406325802,0.0185777690725401,-0.0021177142014956467,0.0021155821876335306,-0.02559141797448872,0.009448757059213842,-0.05281693104666481,0.03009619966770762,0.6521987106082374,0.37027991737192073,0.07330750813271124,-0.030253548924875293,0.030218203867007517,-0.7085564878625369
-0.13963931950129072,0.06100760009690518,0.9826792082994321,0.06460882229731185,0.018206829401276672,0.019141675159332468,-0.0028230834462845875,0.0025943228886073358,-0.030273352282793937,0.021795474533550473,-0.06633187675582833,0.011979749405207562,0.06766335738081342,-0.10442151722772323,0.023257846889712833,-0.10662416486652339,0.06364051583061459,-0.2571293472268948
-0.13937760939594898,0.06028500383025291,0.9828077732988759,0.06358657907403369,0.0160605842236015,0.01912373108779428,-0.004131409423925306,0.0033356590676488817,-0.03157601373534249,0.029998985388075904,-0.07796350989787242,0.017664936253799973,-0.28177805449639853,-0.3567238331593852,-0.0031502804701167694,-0.15099490113961533,0.08283473456029948,-0.03215379091926991
-0.13904791923267476,0.059452913278207384,0.9830748323780076,0.06138679479328097,0.0134808581620866,0.019048672427356333,-0.005786523870870157,0.0042260520281421025,-0.03131818674472651,0.035591198926982426,-0.08820362900550748,0.03626207450614687,-0.2609623656790206,-0.21654993640429349,0.01386472027009447,-0.17789556749125227,0.09430498202928851,0.06847800659545375
-0.13867010327675064,0.05852383569448412,0.9835492629536357,0.05954748776606507,0.012474186191761815,0.019263502255299495,-0.007662757475328375,0.005210005663911938,-0.030395351995554203,0.039796721662795374,-0.09742133388651243,0.05803213065523444,-0.1693553024202521,-0.014843506743646755,0.0374632810987188,-0.19629803657447117,0.10202101759382837,0.1085793641165893
-0.13825915969282587,0.05751972375310707,0.9840563668793816,0.0545945725499386,0.01486690678253515,0.020069771978600243,-0.009677809259254972,0.00625170221190274,-0.029402932308260788,0.04238480657243209,-0.10330324156793683,0.043697465370358304,-0.8232944980373123,0.5018220629413259,0.09644677515779607,-0.20636101488991995,0.10615884429905194,0.08745346292942795
-0.13781974236265834,0.05645744911514077,0.9844756720245498,0.04414363923503145,0.021575091907046956,0.021571387562977138,-0.011791790329927717,0.0073335875716881655,-0.028627594828798616,0.04560115900247573,-0.10896008196036938,0.04023177353271997,-1.272327194639812,0.8528402001403718,0.13747545327358743,-0.21634036824117564,0.11016213719871829,0.06712075298048004
-0.13734322836964405,0.05534342733953337,0.984892894224117,0.030963451125861324,0.029478282691839868,0.023191495365521977,-0.01400718847440032,0.008455568681238236,-0.02803513154868961,0.049840391018205754,-0.11358977927109487,0.04310424713917254,-1.3659002060313017,0.7372784127684001,0.12630903419485023,-0.22673054252291944,0.11420977221447595,0.051581585425863635
