0,1,2,3
-1.0,1.0,0.43262478709220886,-0.3093542158603668
-1.0,1.0,0.027543844655156136,-0.03621940687298775
-1.0,1.0,0.2524743974208832,0.6128067374229431
-1.0,1.0,-0.6247521042823792,0.4060753583908081
-0.5833562016487122,1.0,-0.7114081978797913,-0.3957577645778656
0.2968566119670868,1.0,0.14846017956733704,0.0449516661465168
0.464402973651886,1.0,-0.04813098907470703,0.2773694694042206
0.07522080093622208,1.0,-0.08689405769109726,-0.6436052918434143
0.3967008888721466,1.0,0.35153502225875854,-0.8750407695770264
0.7771730422973633,1.0,-0.17927826941013336,-0.6511051654815674
-0.1367649883031845,0.504427433013916,-0.7571429014205933,-0.5850735902786255
-0.0722610279917717,-0.2204917073249817,-0.5462425947189331,-0.9466650485992432
0.4061996042728424,-1.0,-0.4147350490093231,-0.8913588523864746
0.8655484914779663,-1.0,0.12663552165031433,-0.9247239828109741
-0.0730353370308876,-1.0,0.23503944277763367,-0.25916701555252075
0.7249951958656311,-1.0,0.4241795539855957,-0.9079661965370178
-0.07909473031759262,-1.0,0.6584341526031494,-0.7456226348876953
0.9243547916412354,-1.0,0.6376169323921204,-1.0
-1.0,-1.0,-0.4788163900375366,-0.5160070657730103
0.5758683681488037,-1.0,-0.3118495047092438,-1.0
-1.0,-1.0,-0.40872275829315186,-0.7351506352424622
0.5631195902824402,-1.0,0.09168526530265808,-1.0
-1.0,-1.0,0.03795960545539856,-0.48605841398239136
0.3226979970932007,-1.0,0.3746120035648346,-1.0
-1.0,-1.0,-0.6206874847412109,-1.0
0.6856802105903625,-1.0,-0.26473337411880493,-1.0
-1.0,-0.49314969778060913,-0.7001234292984009,-0.551863431930542
0.18737833201885223,-1.0,-0.47682812809944153,-1.0
-1.0,-0.605754017829895,0.4232648015022278,-1.0
0.27968090772628784,-1.0,0.8739191889762878,-0.4727327823638916
-0.9570314288139343,-0.014321696013212204,-0.030458195134997368,-0.6208860874176025
-0.7771032452583313,-0.5281020402908325,0.5827603936195374,0.18612827360630035
-0.3480817973613739,1.0,0.38317686319351196,-0.205097034573555
-1.0,-0.024000825360417366,-0.03506015986204147,0.8812557458877563
-0.6624830961227417,0.3085401654243469,1.0,-0.45395025610923767
-1.0,1.0,0.1773615926504135,1.0
0.1417546421289444,0.02584823966026306,-0.15305288136005402,-0.27699750661849976
-1.0,1.0,0.4407784342765808,0.5476384162902832
0.2478150576353073,0.5222673416137695,-0.48471927642822266,0.3205542266368866
-1.0,1.0,-0.22782714664936066,-0.49085283279418945
-0.6052060127258301,0.8652477264404297,0.6887666583061218,-0.13042406737804413
-0.5313493609428406,1.0,-0.1638631969690323,-0.34952545166015625
-1.0,0.5896027088165283,0.039801277220249176,0.2169187366962433
-0.22399021685123444,1.0,0.40962740778923035,-0.19017966091632843
-1.0,0.4818790555000305,-0.4915376305580139,0.8753573298454285
0.6266347765922546,-0.793893575668335,0.914482057094574,-0.5723252296447754
-0.818992555141449,0.39034461975097656,0.9836714267730713,1.0
1.0,-1.0,0.5894086360931396,-0.2168663591146469
-0.947385311126709,0.6533352136611938,1.0,-0.001086551696062088
1.0,-1.0,1.0,0.20038120448589325
-0.09094105660915375,-0.28434205055236816,0.24880915880203247,-0.6214417815208435
0.20256701111793518,-1.0,0.48320090770721436,-0.2050919383764267
0.9124360084533691,-1.0,-0.3961469233036041,-1.0
-0.6958425045013428,-1.0,-0.774664580821991,-0.5677417516708374
1.0,-1.0,0.11271991580724716,-1.0
-1.0,-0.514594554901123,-0.601353645324707,-0.08881010115146637
0.4593273401260376,-1.0,0.6442195773124695,-1.0
-1.0,0.48077529668807983,0.3505551815032959,-0.33459508419036865
-0.3444179892539978,-1.0,-0.3632877469062805,-0.6966336965560913
-1.0,1.0,-0.25352662801742554,-1.0
-1.0,0.2054988443851471,-0.8436416983604431,0.9854918718338013
-1.0,1.0,-0.057491689920425415,-1.0
-1.0,1.0,0.5345237255096436,0.876829981803894
0.15043559670448303,0.9726090431213379,0.7871251106262207,0.34733545780181885
-1.0,1.0,0.3651265501976013,1.0
0.28880834579467773,0.5147416591644287,-0.7092725038528442,-0.5912072658538818
-1.0,1.0,-0.563469648361206,-0.0956532210111618
0.7160254716873169,0.5708935260772705,-0.47555917501449585,-0.2032943218946457
-1.0,1.0,-0.5632990598678589,-0.07568979263305664
0.13384588062763214,0.3315253257751465,1.0,-0.2425946742296219
-0.8952182531356812,1.0,0.9803584814071655,-0.13499949872493744
0.3737124800682068,-0.10099022835493088,0.5004092454910278,-0.005708087235689163
-0.5995771884918213,1.0,0.17074008285999298,-0.08702699840068817
-0.2097768634557724,0.09967894107103348,-0.4913860559463501,0.8335007429122925
0.33582088351249695,0.2035025656223297,-0.24904310703277588,-0.8348439931869507
-0.984915018081665,-0.3676908016204834,0.9708762168884277,0.7552323937416077
1.0,-0.8598859906196594,1.0,-0.9690340757369995
