0,1,2,3
-1.0,0.8693839311599731,0.07133527845144272,-0.7672125101089478
-1.0,1.0,-0.5866595506668091,-0.3707990050315857
-0.9783346652984619,1.0,-0.3043046295642853,0.31008970737457275
-1.0,1.0,-0.5921168923377991,0.24139820039272308
-0.23838180303573608,0.30472469329833984,-0.4988846778869629,-0.46312105655670166
0.7659674286842346,0.23006750643253326,0.5784471035003662,-0.24912352859973907
1.0,0.824575662612915,-0.038971640169620514,0.48360490798950195
0.31304484605789185,1.0,-0.568690836429596,-0.34464767575263977
-0.040095143020153046,1.0,0.5695861577987671,-0.7304909229278564
0.6964472532272339,1.0,0.611106276512146,-0.5992391705513
-0.7076156139373779,0.03041961044073105,-0.14548276364803314,-0.15558265149593353
-0.22651372849941254,-1.0,0.046661123633384705,-0.9619009494781494
0.25460875034332275,-1.0,-1.0,-0.46579599380493164
1.0,-1.0,-0.7027214765548706,-0.7213802933692932
-0.8323535919189453,-1.0,0.15091857314109802,0.12124834954738617
0.9361692667007446,-1.0,0.578446626663208,-1.0
-0.7349322438240051,-1.0,1.0,-0.5873333811759949
0.8265352845191956,-1.0,1.0,-1.0
-1.0,-1.0,-0.7476630210876465,0.023639921098947525
0.9313468933105469,-1.0,0.3409856855869293,-0.775412380695343
-1.0,-0.5483684539794922,0.3641793727874756,0.23997099697589874
0.9240005016326904,-1.0,0.9732083082199097,-0.6754984259605408
-1.0,-0.9550768733024597,1.0,0.14282113313674927
0.9984564781188965,-1.0,0.8935337066650391,-0.5623321533203125
-1.0,-0.48392927646636963,-0.26765158772468567,-0.46187376976013184
0.6872595548629761,-1.0,0.4378686845302582,-0.5016700029373169
-1.0,0.06776119023561478,0.46327558159828186,0.00428776815533638
0.09003245085477829,-1.0,0.45292767882347107,-0.4678521156311035
-1.0,-1.0,0.8107209205627441,-1.0
0.7139779925346375,-1.0,0.18110090494155884,-0.5100125074386597
-0.21549710631370544,-1.0,-1.0,-0.9843887090682983
-0.2690850794315338,-1.0,-0.8435412645339966,-0.8900563716888428
0.05447344481945038,-0.44810277223587036,-1.0,-1.0
-0.721606969833374,-1.0,-0.338715523481369,-0.9960554838180542
-0.2237069308757782,-0.3066101670265198,0.1741311103105545,-1.0
-1.0,-0.17693684995174408,-0.601992666721344,-0.3884063959121704
-0.2716846168041229,0.23658379912376404,-0.46584272384643555,-1.0
-1.0,1.0,-0.6447214484214783,-0.05013551935553551
-0.49106717109680176,0.43947428464889526,0.10106822848320007,0.08584830164909363
-1.0,1.0,0.9344003200531006,0.1468377262353897
-0.00965205579996109,-0.13578753173351288,0.738863468170166,0.20111727714538574
0.13442812860012054,0.22491781413555145,0.715652585029602,-0.25178292393684387
0.2948921322822571,-0.039378657937049866,-0.5666743516921997,0.6005334854125977
1.0,-0.22267737984657288,-1.0,-0.9932743906974792
-0.3820980489253998,0.4530034065246582,-0.1733412742614746,-0.17755092680454254
1.0,0.11340099573135376,0.23844462633132935,-1.0
-1.0,1.0,0.3390883803367615,-0.39892327785491943
0.40744853019714355,0.5508866906166077,0.8989244699478149,-0.8076316118240356
-1.0,1.0,-0.9015482664108276,0.0301085002720356
0.25031280517578125,-0.5422623753547668,-0.9076133966445923,-0.6001583337783813
-1.0,0.950855016708374,-0.4378005862236023,-0.1689990609884262
0.4986478090286255,-1.0,-0.5721108317375183,0.22040317952632904
0.09771039336919785,-0.4741201400756836,1.0,-0.8861923217773438
0.46157199144363403,-1.0,1.0,0.681519627571106
1.0,-1.0,0.18697941303253174,-1.0
-0.6804120540618896,-0.309270441532135,0.6210360527038574,0.037560317665338516
1.0,-0.9641560316085815,0.13032115995883942,-1.0
-1.0,-0.21900932490825653,-0.5738029479980469,-0.4426017999649048
1.0,-1.0,0.7300807237625122,-0.926774799823761
-1.0,0.9293972253799438,-0.32561659812927246,0.2749064862728119
-0.027268966659903526,-1.0,-0.071983702480793,-0.7238970994949341
